Code Officiel du département;Nom Officiel du département;Nom Officiel Commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;Nom Prénom;Code Officiel Commune;Localisation;Nom du bureau;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;22;NC;F;SOUQUET;Marlène;;0;0,00;0,00;SOUQUET Marlène;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;21;NC;M;CUFER;Emile;;177;35,33;43,81;CUFER Emile;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Mauguio;0003;1276;742;58,15;534;41,85;4;0,31;0,75;10;0,78;1,87;520;40,75;97,38;1;LDVG;M;BOURREL;Yvon;Mauguio Carnon demain;268;21,00;51,54;BOURREL Yvon;34154;43.61615, 4.004074;ALBERT CAMUS - B;76;Occitanie;FXX
34;Hérault;Villemagne-l'Argentière;0001;393;62;15,78;331;84,22;4;1,02;1,21;5;1,27;1,51;322;81,93;97,28;17;NC;F;TAUSSAC;Monique;;167;42,49;51,86;TAUSSAC Monique;34335;43.618847, 3.119314;SALLE POLYVALENTE;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0012;826;461;55,81;365;44,19;5;0,61;1,37;7;0,85;1,92;353;42,74;96,71;3;LDVC;M;LAFFORGUE;Frédéric;POUR REUNIR POUR REUSSIR FREDERIC LAFFORGUE;211;25,54;59,77;LAFFORGUE Frédéric;34057;43.645141, 3.917457;PALAIS DES SPORTS - COURSIVE;76;Occitanie;FXX
34;Hérault;Lansargues;0002;1251;386;30,86;865;69,14;12;0,96;1,39;11;0,88;1,27;842;67,31;97,34;3;LNC;M;BÉRARD;Hervé;BIEN VIVRE A LANSARGUES;155;12,39;18,41;BÉRARD Hervé;34127;43.651667, 4.075092;ECOLE PRIMAIRE BUREAU 02;76;Occitanie;FXX
34;Hérault;Pérols;0007;1034;548;53,00;486;47,00;7;0,68;1,44;3;0,29;0,62;476;46,03;97,94;2;LDVD;F;GIANIEL;Isabelle;UNIR PEROLS;166;16,05;34,87;GIANIEL Isabelle;34198;43.567338, 3.952259;SALLE ANNEXE MAIRIE (7);76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;4;NC;M;BELLES;Pascal;;218;43,51;53,96;BELLES Pascal;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0002;1056;703;66,57;353;33,43;13;1,23;3,68;5;0,47;1,42;335;31,72;94,90;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;76;7,20;22,69;SAUREL Philippe;34172;43.614486, 3.880266;ESPACE MARTIN LUTHER KING;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Maguelone;0008;699;273;39,06;426;60,94;8;1,14;1,88;0;0,00;0,00;418;59,80;98,12;3;LDVG;M;SEGURA;Noël;VILLENEUVE, L'AVENIR AVEC VOUS;200;28,61;47,85;SEGURA Noël;34337;43.533396, 3.85946;ECOLE J.J ROUSSEAU 8;76;Occitanie;FXX
34;Hérault;Lunel;0009;1228;691;56,27;537;43,73;5;0,41;0,93;7;0,57;1,30;525;42,75;97,77;5;LDIV;M;SOUJOL;Pierre;MON PARTI C'EST LUNEL;218;17,75;41,52;SOUJOL Pierre;34145;43.674405, 4.134728;SALLE FOLQUET;76;Occitanie;FXX
34;Hérault;Mauguio;0002;1051;583;55,47;468;44,53;3;0,29;0,64;6;0,57;1,28;459;43,67;98,08;4;LLR;M;CHAZOT;Pierre-Martin;Mauguio-Carnon c'est Vous;48;4,57;10,46;CHAZOT Pierre-Martin;34154;43.61615, 4.004074;ALBERT CAMUS - A;76;Occitanie;FXX
34;Hérault;Montpellier;0008;1278;778;60,88;500;39,12;17;1,33;3,40;1;0,08;0,20;482;37,72;96,40;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;80;6,26;16,60;ALTRAD Mohed;34172;43.610476, 3.87048;ECOLE ELEMENTAIRE GAMBETTA;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Maguelone;0003;769;267;34,72;502;65,28;12;1,56;2,39;4;0,52;0,80;486;63,20;96,81;1;LDVG;F;NEGRET;Véronique;CHOISIR ET AGIR ENSEMBLE POUR VILLENEUVE;229;29,78;47,12;NEGRET Véronique;34337;43.527938, 3.861519;BERENGER DE FREDOL 3;76;Occitanie;FXX
34;Hérault;Lunel;0012;1289;808;62,68;481;37,32;12;0,93;2,49;6;0,47;1,25;463;35,92;96,26;2;LDVD;M;ARNAUD;Claude;BIEN VIVRE À LUNEL;142;11,02;30,67;ARNAUD Claude;34145;43.686691, 4.123673;ECOLE JACQUES BREL MATERNELLE;76;Occitanie;FXX
34;Hérault;Montpellier;0073;817;506;61,93;311;38,07;8;0,98;2,57;4;0,49;1,29;299;36,60;96,14;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;87;10,65;29,10;SAUREL Philippe;34172;43.605879, 3.862286;ECOLE MATERNELLE DU DR ROUX;76;Occitanie;FXX
34;Hérault;Bédarieux;0001;817;329;40,27;488;59,73;3;0,37;0,61;10;1,22;2,05;475;58,14;97,34;1;LDVG;M;ESTIMBRE;Dimitri;BÉDARIEUX LA CITOYENNE;160;19,58;33,68;ESTIMBRE Dimitri;34028;43.616, 3.160387;Mairie;76;Occitanie;FXX
34;Hérault;Montpellier;0056;937;625;66,70;312;33,30;12;1,28;3,85;2;0,21;0,64;298;31,80;95,51;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;123;13,13;41,28;SAUREL Philippe;34172;43.594989, 3.870135;ECOLE ELEMENT. GEORGES SIMENON;76;Occitanie;FXX
34;Hérault;Montpellier;0061;996;624;62,65;372;37,35;14;1,41;3,76;0;0,00;0,00;358;35,94;96,24;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;53;5,32;14,80;ALTRAD Mohed;34172;43.588541, 3.864754;ECOLE MAT.ALIENOR D'AQUITAINE;76;Occitanie;FXX
34;Hérault;Mauguio;0012;969;601;62,02;368;37,98;3;0,31;0,82;3;0,31;0,82;362;37,36;98,37;2;LRN;M;PARMENTIER;Gilles;RASSEMBLEMENT POUR MAUGUIO-CARNON;61;6,30;16,85;PARMENTIER Gilles;34154;43.545936, 3.978434;CARNON -B-;76;Occitanie;FXX
34;Hérault;Montpellier;0102;1084;807;74,45;277;25,55;6;0,55;2,17;3;0,28;1,08;268;24,72;96,75;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;78;7,20;29,10;SAUREL Philippe;34172;43.616449, 3.862198;ECOLE ELEMENT.BERTHE MORISOT;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;8;NC;M;VIVANCOS;Robert;;243;35,47;50,00;VIVANCOS Robert;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;La Vacquerie-et-Saint-Martin-de-Castries;0001;210;61;29,05;149;70,95;4;1,90;2,68;7;3,33;4,70;138;65,71;92,62;16;NC;F;MALLANTS;Amandine;;0;0,00;0,00;MALLANTS Amandine;34317;43.789488, 3.459752;MAIRIE;76;Occitanie;FXX
34;Hérault;Grabels;0003;1007;555;55,11;452;44,89;11;1,09;2,43;4;0,40;0,88;437;43,40;96,68;4;LDVD;M;HEYMES;Pascal;AGISSONS POUR GRABELS;159;15,79;36,38;HEYMES Pascal;34116;43.646563, 3.801335;BUREAU N° 3 - HALL B;76;Occitanie;FXX
34;Hérault;Montpellier;0118;1249;853;68,29;396;31,71;5;0,40;1,26;6;0,48;1,52;385;30,82;97,22;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;67;5,36;17,40;ALTRAD Mohed;34172;43.614655, 3.907746;MAISON POUR TOUS M. MERCOURI;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Béziers;0002;827;315;38,09;512;61,91;20;2,42;3,91;0;0,00;0,00;492;59,49;96,09;5;LUDI;F;FERRERES VALAT;Delphine;REUNIR POUR REUSSIR;141;17,05;28,66;FERRERES VALAT Delphine;34336;43.315288, 3.286289;ECOLE PRIMAIRE GEORGES BRASSENS;76;Occitanie;FXX
34;Hérault;Riols;0001;696;176;25,29;520;74,71;1;0,14;0,19;0;0,00;0,00;519;74,57;99,81;13;NC;F;BARRAU;Mireille;;0;0,00;0,00;BARRAU Mireille;34229;43.506401, 2.795077;MAIRIE;76;Occitanie;FXX
34;Hérault;La Vacquerie-et-Saint-Martin-de-Castries;0001;210;61;29,05;149;70,95;4;1,90;2,68;7;3,33;4,70;138;65,71;92,62;4;NC;M;REQUI;Yves;;0;0,00;0,00;REQUI Yves;34317;43.789488, 3.459752;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0067;1226;775;63,21;451;36,79;18;1,47;3,99;8;0,65;1,77;425;34,67;94,24;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;66;5,38;15,53;ALTRAD Mohed;34172;43.61679, 3.846239;ECOLE ELEM.CHARLES BAUDELAIRE;76;Occitanie;FXX
34;Hérault;Riols;0001;696;176;25,29;520;74,71;1;0,14;0,19;0;0,00;0,00;519;74,57;99,81;16;NC;M;PRUNEDDU;André;;0;0,00;0,00;PRUNEDDU André;34229;43.506401, 2.795077;MAIRIE;76;Occitanie;FXX
34;Hérault;Sète;0008;1008;387;38,39;621;61,61;17;1,69;2,74;8;0,79;1,29;596;59,13;95,97;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;384;38,10;64,43;COMMEINHES François;34301;43.396208, 3.669161;ECOLE LANGEVIN I (Primaire);76;Occitanie;FXX
34;Hérault;Montpellier;0065;1389;975;70,19;414;29,81;13;0,94;3,14;11;0,79;2,66;390;28,08;94,20;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;101;7,27;25,90;SAUREL Philippe;34172;43.619674, 3.842462;ECOLE ELEMENTAIRE JULIE DAUBIE;76;Occitanie;FXX
34;Hérault;Ferrières-Poussarou;0001;97;3;3,09;94;96,91;0;0,00;0,00;0;0,00;0,00;94;96,91;100,00;11;NC;M;PAPA;Pierre;;50;51,55;53,19;PAPA Pierre;34100;43.490111, 2.951396;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0117;1471;960;65,26;511;34,74;18;1,22;3,52;5;0,34;0,98;488;33,17;95,50;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;94;6,39;19,26;ALTRAD Mohed;34172;43.604577, 3.894131;ECOLE G. DE GAULLE-ANTHONIOZ;76;Occitanie;FXX
34;Hérault;Montpellier;0130;859;602;70,08;257;29,92;2;0,23;0,78;3;0,35;1,17;252;29,34;98,05;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;95;11,06;37,70;DELAFOSSE Michaël;34172;43.593964, 3.840626;MAISON POUR TOUS COLUCCI;76;Occitanie;FXX
34;Hérault;Frontignan;0015;760;402;52,89;358;47,11;6;0,79;1,68;11;1,45;3,07;341;44,87;95,25;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;194;25,53;56,89;ARROUY Michel;34108;43.428717, 3.727439;15 - Foyer du Garrigou;76;Occitanie;FXX
34;Hérault;Montpellier;0025;1667;1042;62,51;625;37,49;21;1,26;3,36;7;0,42;1,12;597;35,81;95,52;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;275;16,50;46,06;DELAFOSSE Michaël;34172;43.617285, 3.884044;ECOLE ELEMENTAIRE JULES VERNE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;3;NC;M;BASCOUL;Roland;;221;44,11;54,70;BASCOUL Roland;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0039;1423;986;69,29;437;30,71;19;1,34;4,35;4;0,28;0,92;414;29,09;94,74;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;123;8,64;29,71;SAUREL Philippe;34172;43.604536, 3.894354;ECOLE ELEMENTAIRE JEAN JAURES;76;Occitanie;FXX
34;Hérault;Cruzy;0001;794;155;19,52;639;80,48;5;0,63;0,78;9;1,13;1,41;625;78,72;97,81;28;NC;M;ENJALBERT;Bruno;;0;0,00;0,00;ENJALBERT Bruno;34092;43.354805, 2.941654;BUREAU DE LA MAIRIE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;35;NC;F;LE ROUIC;Annick;;0;0,00;0,00;LE ROUIC Annick;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0065;1389;975;70,19;414;29,81;13;0,94;3,14;11;0,79;2,66;390;28,08;94,20;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;79;5,69;20,26;ALTRAD Mohed;34172;43.619674, 3.842462;ECOLE ELEMENTAIRE JULIE DAUBIE;76;Occitanie;FXX
34;Hérault;Frontignan;0014;1043;608;58,29;435;41,71;8;0,77;1,84;7;0,67;1,61;420;40,27;96,55;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;204;19,56;48,57;ARROUY Michel;34108;43.443194, 3.755072;14 - Salle polyvalente Capitainerie;76;Occitanie;FXX
34;Hérault;Cruzy;0001;794;155;19,52;639;80,48;5;0,63;0,78;9;1,13;1,41;625;78,72;97,81;24;NC;F;ROUAIS;Isabelle;;0;0,00;0,00;ROUAIS Isabelle;34092;43.354805, 2.941654;BUREAU DE LA MAIRIE;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0002;946;470;49,68;476;50,32;4;0,42;0,84;1;0,11;0,21;471;49,79;98,95;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;204;21,56;43,31;RIO François;34270;43.574601, 3.831098;MAISON DES ASSOCIATIONS;76;Occitanie;FXX
34;Hérault;Agde;0017;871;380;43,63;491;56,37;4;0,46;0,81;9;1,03;1,83;478;54,88;97,35;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;142;16,30;29,71;NADAL Thierry;34003;43.295156, 3.479813;GROUPE SCOLAIRE DU LITTORAL (MATERNELLE);76;Occitanie;FXX
34;Hérault;Magalas;0002;1175;437;37,19;738;62,81;9;0,77;1,22;7;0,60;0,95;722;61,45;97,83;1;LNC;M;FABRE;Jérôme;VERS 1 NOUVEL AVENIR;206;17,53;28,53;FABRE Jérôme;34147;43.472759, 3.223031;Bureau n° 2;76;Occitanie;FXX
34;Hérault;Montpellier;0001;866;576;66,51;290;33,49;7;0,81;2,41;3;0,35;1,03;280;32,33;96,55;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;76;8,78;27,14;SAUREL Philippe;34172;43.61333, 3.880353;MAISON RELATIONS INTERNATION.;76;Occitanie;FXX
34;Hérault;Montpellier;0126;926;691;74,62;235;25,38;8;0,86;3,40;3;0,32;1,28;224;24,19;95,32;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;120;12,96;53,57;SAUREL Philippe;34172;43.581118, 3.876875;MAISON DE QUARTIER CAILLENS;76;Occitanie;FXX
34;Hérault;Pézenas;0004;608;222;36,51;386;63,49;7;1,15;1,81;4;0,66;1,04;375;61,68;97,15;3;LDVD;M;LEROGNON;Bruno;RASSEMBLEMENT POUR PEZENAS;29;4,77;7,73;LEROGNON Bruno;34199;43.460483, 3.414327;STADE MUNICIPAL SALLE MALATERRE;76;Occitanie;FXX
34;Hérault;Sète;0029;1078;478;44,34;600;55,66;4;0,37;0,67;7;0,65;1,17;589;54,64;98,17;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;168;15,58;28,52;CALUEBA Véronique;34301;43.396252, 3.665048;GYMNASE DU LIDO I;76;Occitanie;FXX
34;Hérault;Ferrières-Poussarou;0001;97;3;3,09;94;96,91;0;0,00;0,00;0;0,00;0,00;94;96,91;100,00;8;NC;M;GARRIDO;François;;0;0,00;0,00;GARRIDO François;34100;43.490111, 2.951396;MAIRIE;76;Occitanie;FXX
34;Hérault;Montpellier;0005;753;482;64,01;271;35,99;4;0,53;1,48;2;0,27;0,74;265;35,19;97,79;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;68;9,03;25,66;SAUREL Philippe;34172;43.609125, 3.88437;SALLE PAGEZY;76;Occitanie;FXX
34;Hérault;Montpellier;0035;1155;796;68,92;359;31,08;13;1,13;3,62;2;0,17;0,56;344;29,78;95,82;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;69;5,97;20,06;ALTRAD Mohed;34172;43.618702, 3.898425;ECOLE ELEMENTAIRE JEAN ZAY;76;Occitanie;FXX
34;Hérault;Lodève;0004;1170;439;37,52;731;62,48;21;1,79;2,87;11;0,94;1,50;699;59,74;95,62;1;LDVD;M;LAATEB;Claude;LODEVE AUTREMENT;270;23,08;38,63;LAATEB Claude;34142;43.731859, 3.315862;ECOLE MATERNELLE PASTEUR;76;Occitanie;FXX
34;Hérault;Mauguio;0011;1015;639;62,96;376;37,04;2;0,20;0,53;2;0,20;0,53;372;36,65;98,94;3;LDIV;M;BOURGUET;Daniel;ALTERNATIVE CITOYENNE;231;22,76;62,10;BOURGUET Daniel;34154;43.545936, 3.978434;CARNON -A-;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0016;649;364;56,09;285;43,91;5;0,77;1,75;1;0,15;0,35;279;42,99;97,89;2;LDVG;F;BORNE;Mathilde;Ensemble pour Castelnau;109;16,80;39,07;BORNE Mathilde;34057;43.65343, 3.91733;SALLE CHRISTIAN QUIOT - POLE MADIBA;76;Occitanie;FXX
34;Hérault;Cruzy;0001;794;155;19,52;639;80,48;5;0,63;0,78;9;1,13;1,41;625;78,72;97,81;23;NC;F;VINUELAS;Nicole;;318;40,05;50,88;VINUELAS Nicole;34092;43.354805, 2.941654;BUREAU DE LA MAIRIE;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0005;868;537;61,87;331;38,13;7;0,81;2,11;1;0,12;0,30;323;37,21;97,58;2;LDVG;F;BORNE;Mathilde;Ensemble pour Castelnau;184;21,20;56,97;BORNE Mathilde;34057;43.632666, 3.898007;HOTEL DE VILLE;76;Occitanie;FXX
34;Hérault;Mauguio;0007;1072;598;55,78;474;44,22;1;0,09;0,21;3;0,28;0,63;470;43,84;99,16;2;LRN;M;PARMENTIER;Gilles;RASSEMBLEMENT POUR MAUGUIO-CARNON;46;4,29;9,79;PARMENTIER Gilles;34154;43.620173, 4.006204;MORASTEL -B-;76;Occitanie;FXX
34;Hérault;Montpellier;0006;990;631;63,74;359;36,26;9;0,91;2,51;4;0,40;1,11;346;34,95;96,38;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;62;6,26;17,92;ALTRAD Mohed;34172;43.6095, 3.873736;ECOLE ELEMENTAIRE LAMARTINE;76;Occitanie;FXX
34;Hérault;Montpellier;0024;1469;909;61,88;560;38,12;15;1,02;2,68;9;0,61;1,61;536;36,49;95,71;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;271;18,45;50,56;DELAFOSSE Michaël;34172;43.617285, 3.884044;ECOLE ELEMENTAIRE JULES VERNE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;2;NC;F;COMBES;Mariette;;224;44,71;55,45;COMBES Mariette;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Montpellier;0096;945;620;65,61;325;34,39;3;0,32;0,92;7;0,74;2,15;315;33,33;96,92;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;127;13,44;40,32;SAUREL Philippe;34172;43.633838, 3.817125;ECOLE ELEMENTAIRE MARC BLOCH;76;Occitanie;FXX
34;Hérault;Sète;0026;1150;581;50,52;569;49,48;11;0,96;1,93;10;0,87;1,76;548;47,65;96,31;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;36;3,13;6,57;PACULL Sébastien;34301;43.412449, 3.664937;SALLE DE LA PASSERELLE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;34;NC;F;BASCOUL;Chantal;;229;33,43;47,12;BASCOUL Chantal;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Frontignan;0012;1019;529;51,91;490;48,09;16;1,57;3,27;4;0,39;0,82;470;46,12;95,92;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;241;23,65;51,28;ARROUY Michel;34108;43.447076, 3.747943;12 - Groupe scolaire des Terres-Blanches;76;Occitanie;FXX
34;Hérault;Montpellier;0026;1347;872;64,74;475;35,26;10;0,74;2,11;5;0,37;1,05;460;34,15;96,84;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;216;16,04;46,96;DELAFOSSE Michaël;34172;43.626243, 3.879302;ECOLE ELEMENT.SIGMUND FREUD;76;Occitanie;FXX
34;Hérault;Pézenas;0006;901;323;35,85;578;64,15;15;1,66;2,60;7;0,78;1,21;556;61,71;96,19;1;LDVD;M;VOGEL-SINGER;Alain;HEUREUX A PÉZENAS;230;25,53;41,37;VOGEL-SINGER Alain;34199;43.45434, 3.426489;ATELIERS MUNICIPAUX;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Béziers;0003;1205;518;42,99;687;57,01;19;1,58;2,77;0;0,00;0,00;668;55,44;97,23;5;LUDI;F;FERRERES VALAT;Delphine;REUNIR POUR REUSSIR;162;13,44;24,25;FERRERES VALAT Delphine;34336;43.324476, 3.279343;CLUB HOUSE;76;Occitanie;FXX
34;Hérault;Alignan-du-Vent;0001;1360;342;25,15;1018;74,85;19;1,40;1,87;16;1,18;1,57;983;72,28;96,56;3;LNC;M;BOULADE;Geoffrey;ALIGNAN DEMAIN;453;33,31;46,08;BOULADE Geoffrey;34009;43.469344, 3.342762;BUREAU 01;76;Occitanie;FXX
34;Hérault;Montpellier;0016;1165;787;67,55;378;32,45;11;0,94;2,91;3;0,26;0,79;364;31,24;96,30;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;78;6,70;21,43;ALTRAD Mohed;34172;43.626515, 3.863863;ECOLE ELEMENT.EUGENE POTTIER;76;Occitanie;FXX
34;Hérault;Montpellier;0124;689;504;73,15;185;26,85;7;1,02;3,78;2;0,29;1,08;176;25,54;95,14;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;39;5,66;22,16;ALTRAD Mohed;34172;43.641991, 3.856878;ECOLE MAT. AGRIPPA D AUBIGNE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;47;NC;F;THOMAS MARTINEZ;Marybel;;237;34,60;48,77;THOMAS MARTINEZ Marybel;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Montpellier;0077;1371;916;66,81;455;33,19;9;0,66;1,98;5;0,36;1,10;441;32,17;96,92;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;171;12,47;38,78;SAUREL Philippe;34172;43.605028, 3.857863;ECOLE ELEMENT.FREDERIC BAZILLE;76;Occitanie;FXX
34;Hérault;Bédarieux;0004;1158;381;32,90;777;67,10;11;0,95;1,42;10;0,86;1,29;756;65,28;97,30;3;LDIV;M;BENAZECH;Jacques;UNIS POUR BEDARIEUX;163;14,08;21,56;BENAZECH Jacques;34028;43.613826, 3.158338;Ecole Fbg TROUSSEAU;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;12;NC;M;HERNANDEZ;Jacques;;225;44,91;55,69;HERNANDEZ Jacques;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Sète;0027;1142;501;43,87;641;56,13;6;0,53;0,94;6;0,53;0,94;629;55,08;98,13;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;230;20,14;36,57;COMMEINHES François;34301;43.415805, 3.670951;GYMNASE MAURICE VIE II;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;14;NC;M;PERRUCHAUT;Claude;;243;35,47;50,00;PERRUCHAUT Claude;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Pézenas;0001;903;357;39,53;546;60,47;10;1,11;1,83;10;1,11;1,83;526;58,25;96,34;3;LDVD;M;LEROGNON;Bruno;RASSEMBLEMENT POUR PEZENAS;27;2,99;5,13;LEROGNON Bruno;34199;43.461577, 3.420636;MAISON DU PEUPLE;76;Occitanie;FXX
34;Hérault;Montpellier;0006;990;631;63,74;359;36,26;9;0,91;2,51;4;0,40;1,11;346;34,95;96,38;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;219;22,12;63,29;DELAFOSSE Michaël;34172;43.6095, 3.873736;ECOLE ELEMENTAIRE LAMARTINE;76;Occitanie;FXX
34;Hérault;Montpellier;0024;1469;909;61,88;560;38,12;15;1,02;2,68;9;0,61;1,61;536;36,49;95,71;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;81;5,51;15,11;ALTRAD Mohed;34172;43.617285, 3.884044;ECOLE ELEMENTAIRE JULES VERNE;76;Occitanie;FXX
34;Hérault;Montpellier;0132;605;374;61,82;231;38,18;6;0,99;2,60;3;0,50;1,30;222;36,69;96,10;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;108;17,85;48,65;DELAFOSSE Michaël;34172;43.605353, 3.879102;MAISON DE LA DEMOCRATIE;76;Occitanie;FXX
34;Hérault;Montpellier;0073;817;506;61,93;311;38,07;8;0,98;2,57;4;0,49;1,29;299;36,60;96,14;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;56;6,85;18,73;ALTRAD Mohed;34172;43.605879, 3.862286;ECOLE MATERNELLE DU DR ROUX;76;Occitanie;FXX
34;Hérault;Ferrières-Poussarou;0001;97;3;3,09;94;96,91;0;0,00;0,00;0;0,00;0,00;94;96,91;100,00;4;NC;F;MARCHAND;Brigitte;;0;0,00;0,00;MARCHAND Brigitte;34100;43.490111, 2.951396;MAIRIE;76;Occitanie;FXX
